,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBP
952,4.0,4.0,5.0,1.0,21.0,0.0,19.0,2.0,1.0,2.0,0.0,15.0,15.0,13.0,3.0,15.0,0.0,2.0,0.0,13.0,412.0,27.0,318.0,101.0,192.0,67.0,102.0,198.0,86.0,112.0,10.0,10.0,12.0,8.0,3.0,0.21,74.0,74.0,78.0,22.0,0
953,2.0,2.0,2.0,1.0,14.0,0.0,9.0,4.0,3.0,1.0,2.0,13.0,11.0,12.0,9.0,13.0,0.0,3.0,1.0,9.0,304.0,30.0,172.0,82.0,81.0,102.0,82.0,113.0,62.0,51.0,7.0,7.0,8.0,3.0,5.0,0.59,30.0,30.0,35.0,15.0,0
954,1.0,1.0,1.0,1.0,9.0,0.0,6.0,1.0,2.0,1.0,0.0,7.0,7.0,6.0,0.0,7.0,0.0,0.0,0.0,7.0,116.0,17.0,71.0,35.0,24.0,28.0,30.0,42.0,23.0,19.0,1.0,1.0,1.0,1.0,1.0,0.39,7.0,7.0,7.0,7.0,0
955,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,13.0,13.0,13.0,6.0,13.0,0.0,0.0,0.0,13.0,107.0,21.0,65.0,26.0,25.0,21.0,33.0,50.0,26.0,24.0,2.0,2.0,3.0,1.0,1.0,0.32,15.0,15.0,17.0,13.0,0
956,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,39.0,7.0,15.0,9.0,3.0,17.0,8.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,1.13,2.0,2.0,2.0,2.0,0
957,2.0,1.0,2.0,1.0,7.0,0.0,5.0,0.0,2.0,0.0,0.0,16.0,16.0,16.0,3.0,16.0,0.0,0.0,0.0,16.0,188.0,31.0,129.0,64.0,56.0,32.0,82.0,110.0,51.0,59.0,13.0,7.0,14.0,1.0,3.0,0.25,32.0,26.0,34.0,16.0,0
958,4.0,4.0,4.0,1.0,30.0,3.0,23.0,3.0,1.0,0.0,9.0,11.0,11.0,11.0,7.0,11.0,0.0,4.0,1.0,6.0,478.0,61.0,350.0,139.0,206.0,67.0,214.0,276.0,138.0,138.0,13.0,13.0,16.0,5.0,4.0,0.19,50.0,50.0,53.0,18.0,0
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,97.0,12.0,18.0,17.0,0.0,67.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,44.0,5.0,9.0,8.0,0.0,30.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0
961,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,47.0,7.0,16.0,8.0,6.0,24.0,10.0,13.0,8.0,5.0,1.0,1.0,1.0,1.0,0.0,1.5,2.0,2.0,2.0,2.0,0
962,2.0,2.0,3.0,1.0,16.0,0.0,12.0,3.0,1.0,1.0,1.0,9.0,9.0,8.0,17.0,9.0,0.0,1.0,1.0,7.0,270.0,34.0,164.0,66.0,84.0,74.0,95.0,122.0,55.0,67.0,6.0,6.0,9.0,4.0,2.0,0.45,26.0,26.0,31.0,12.0,0
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,14.0,13.0,4.0,32.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0
964,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,25.0,21.0,11.0,21.0,17.0,20.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.84,1.0,1.0,1.0,1.0,0
965,5.0,5.0,10.0,3.0,34.0,5.0,21.0,6.0,1.0,10.0,3.0,10.0,10.0,0.0,0.0,10.0,0.0,1.0,6.0,3.0,408.0,75.0,234.0,60.0,194.0,101.0,115.0,163.0,61.0,102.0,13.0,13.0,32.0,8.0,3.0,0.43,51.0,51.0,103.0,31.0,0
966,4.0,4.0,5.0,2.0,17.0,0.0,14.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,1.0,4.0,131.0,12.0,90.0,29.0,56.0,31.0,42.0,65.0,24.0,41.0,10.0,10.0,13.0,4.0,3.0,0.34,23.0,23.0,29.0,11.0,0
967,5.0,5.0,8.0,3.0,22.0,0.0,21.0,0.0,1.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,3.0,136.0,8.0,101.0,34.0,67.0,27.0,52.0,75.0,34.0,41.0,11.0,11.0,20.0,7.0,6.0,0.27,22.0,22.0,34.0,12.0,0
968,3.0,3.0,4.0,1.0,13.0,0.0,13.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,70.0,6.0,43.0,23.0,20.0,21.0,27.0,36.0,24.0,12.0,6.0,6.0,6.0,1.0,3.0,0.49,7.0,7.0,8.0,2.0,0
969,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,66.0,6.0,36.0,20.0,13.0,24.0,23.0,28.0,19.0,9.0,3.0,3.0,3.0,1.0,1.0,0.67,5.0,5.0,5.0,3.0,0
970,2.0,2.0,2.0,1.0,16.0,0.0,10.0,5.0,4.0,2.0,3.0,106.0,106.0,104.0,19.0,106.0,8.0,21.0,6.0,71.0,2012.0,226.0,1176.0,399.0,711.0,614.0,590.0,859.0,393.0,466.0,13.0,13.0,14.0,6.0,4.0,0.52,253.0,253.0,271.0,135.0,0
971,2.0,2.0,2.0,1.0,13.0,0.0,10.0,2.0,3.0,0.0,1.0,28.0,28.0,28.0,12.0,28.0,3.0,2.0,0.0,23.0,543.0,55.0,352.0,143.0,201.0,136.0,215.0,286.0,141.0,145.0,9.0,9.0,11.0,3.0,4.0,0.39,68.0,68.0,73.0,34.0,0
972,1.0,1.0,2.0,1.0,7.0,0.0,6.0,1.0,5.0,2.0,3.0,50.0,58.0,56.0,12.0,58.0,0.0,0.0,1.0,57.0,543.0,67.0,381.0,146.0,191.0,95.0,180.0,289.0,151.0,138.0,6.0,6.0,7.0,5.0,4.0,0.25,96.0,96.0,105.0,69.0,0
973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,57.0,6.0,14.0,13.0,2.0,37.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0
974,2.0,2.0,2.0,1.0,9.0,0.0,7.0,2.0,1.0,10.0,16.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,175.0,20.0,108.0,57.0,57.0,47.0,53.0,72.0,44.0,28.0,5.0,5.0,6.0,1.0,1.0,0.44,20.0,20.0,21.0,10.0,0
975,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,2.0,1.0,13.0,13.0,11.0,1.0,13.0,0.0,1.0,0.0,12.0,115.0,18.0,66.0,33.0,18.0,31.0,22.0,39.0,23.0,16.0,2.0,2.0,2.0,1.0,1.0,0.47,21.0,21.0,21.0,13.0,0
976,2.0,2.0,2.0,1.0,11.0,0.0,9.0,1.0,1.0,0.0,2.0,35.0,35.0,35.0,19.0,35.0,0.0,4.0,1.0,30.0,622.0,57.0,441.0,196.0,221.0,124.0,228.0,314.0,161.0,153.0,13.0,13.0,23.0,3.0,4.0,0.28,85.0,85.0,103.0,39.0,0
977,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,4.0,7.0,4.0,1.0,29.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,4.14,1.0,1.0,1.0,1.0,0
978,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,44.0,4.0,13.0,8.0,2.0,27.0,6.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,2.08,2.0,2.0,2.0,2.0,0
979,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,48.0,7.0,24.0,17.0,3.0,17.0,15.0,19.0,16.0,3.0,1.0,1.0,1.0,1.0,0.0,0.71,3.0,3.0,3.0,3.0,0
980,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,6.0,64.0,10.0,38.0,25.0,6.0,16.0,15.0,22.0,16.0,6.0,1.0,1.0,1.0,1.0,0.0,0.42,6.0,6.0,6.0,6.0,0
981,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,67.0,8.0,42.0,23.0,17.0,17.0,23.0,33.0,22.0,11.0,5.0,5.0,5.0,1.0,3.0,0.4,7.0,7.0,7.0,3.0,0
982,1.0,1.0,1.0,1.0,8.0,0.0,5.0,2.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,90.0,14.0,42.0,21.0,17.0,34.0,24.0,32.0,19.0,13.0,3.0,3.0,3.0,1.0,2.0,0.81,7.0,7.0,7.0,5.0,0
983,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,95.0,9.0,31.0,21.0,8.0,55.0,15.0,19.0,14.0,5.0,2.0,2.0,2.0,1.0,1.0,1.77,3.0,3.0,3.0,2.0,0
984,3.0,3.0,3.0,2.0,13.0,1.0,12.0,0.0,1.0,0.0,5.0,11.0,11.0,11.0,2.0,11.0,0.0,5.0,0.0,6.0,224.0,33.0,172.0,68.0,100.0,20.0,107.0,145.0,68.0,77.0,15.0,15.0,15.0,15.0,3.0,0.12,37.0,37.0,38.0,25.0,0
985,1.0,1.0,1.0,1.0,10.0,0.0,6.0,3.0,2.0,4.0,4.0,35.0,35.0,31.0,4.0,35.0,1.0,7.0,2.0,25.0,460.0,53.0,259.0,104.0,132.0,148.0,143.0,197.0,100.0,97.0,9.0,9.0,9.0,1.0,4.0,0.57,53.0,53.0,53.0,35.0,0
986,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,53.0,9.0,26.0,16.0,7.0,18.0,14.0,20.0,14.0,6.0,2.0,2.0,2.0,1.0,1.0,0.69,4.0,4.0,4.0,3.0,0
987,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,5.0,14.0,10.0,2.0,21.0,8.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,0
988,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,106.0,10.0,79.0,45.0,33.0,17.0,46.0,57.0,38.0,19.0,3.0,3.0,3.0,1.0,2.0,0.22,8.0,8.0,8.0,4.0,0
989,3.0,3.0,3.0,1.0,12.0,0.0,10.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,5.0,110.0,15.0,69.0,28.0,35.0,26.0,37.0,53.0,24.0,29.0,5.0,5.0,7.0,1.0,2.0,0.38,15.0,15.0,19.0,5.0,0
990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,77.0,7.0,15.0,14.0,0.0,55.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0
991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,7.0,11.0,10.0,0.0,40.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0
992,3.0,3.0,4.0,1.0,16.0,0.0,13.0,2.0,1.0,0.0,1.0,7.0,7.0,7.0,4.0,7.0,0.0,1.0,0.0,6.0,172.0,19.0,119.0,45.0,66.0,35.0,66.0,91.0,41.0,50.0,9.0,9.0,12.0,6.0,5.0,0.29,24.0,24.0,32.0,12.0,0
993,5.0,5.0,7.0,1.0,20.0,0.0,17.0,2.0,1.0,0.0,0.0,6.0,6.0,6.0,4.0,6.0,0.0,1.0,0.0,5.0,176.0,11.0,131.0,38.0,81.0,34.0,64.0,94.0,34.0,60.0,10.0,10.0,10.0,6.0,5.0,0.26,32.0,32.0,42.0,11.0,0
994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,4.0,5.0,4.0,0.0,20.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
995,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,49.0,2.0,0.0,0.0,0.0,2.0,75.0,1.0,53.0,52.0,0.0,35.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.66,2.0,2.0,2.0,2.0,0
996,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,34.0,0.0,0.0,89.0,89.0,89.0,0.0,89.0,0.0,0.0,0.0,89.0,566.0,128.0,407.0,186.0,99.0,31.0,100.0,226.0,130.0,96.0,4.0,4.0,6.0,1.0,2.0,0.08,92.0,92.0,94.0,89.0,0
997,2.0,2.0,2.0,1.0,11.0,0.0,6.0,4.0,1.0,0.0,0.0,14.0,14.0,14.0,3.0,14.0,0.0,0.0,10.0,4.0,216.0,22.0,109.0,34.0,55.0,85.0,50.0,86.0,40.0,46.0,8.0,8.0,10.0,5.0,3.0,0.78,29.0,29.0,31.0,18.0,0
998,2.0,2.0,2.0,1.0,11.0,0.0,6.0,4.0,1.0,0.0,0.0,14.0,14.0,14.0,3.0,14.0,0.0,0.0,10.0,4.0,213.0,22.0,106.0,32.0,51.0,85.0,45.0,83.0,38.0,45.0,8.0,8.0,10.0,5.0,3.0,0.8,29.0,29.0,31.0,18.0,0
999,2.0,2.0,2.0,1.0,15.0,0.0,10.0,4.0,1.0,0.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,114.0,14.0,59.0,21.0,34.0,41.0,34.0,49.0,22.0,27.0,6.0,6.0,6.0,5.0,2.0,0.69,13.0,13.0,13.0,9.0,0
1000,1.0,1.0,1.0,1.0,10.0,0.0,3.0,6.0,1.0,0.0,1.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,158.0,15.0,45.0,20.0,13.0,98.0,15.0,28.0,16.0,12.0,1.0,1.0,1.0,1.0,0.0,2.18,12.0,12.0,12.0,12.0,0
1001,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,45.0,8.0,20.0,10.0,6.0,17.0,9.0,14.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.85,4.0,4.0,4.0,4.0,0
1002,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,4.0,1.0,60.0,60.0,56.0,2.0,60.0,0.0,1.0,0.0,59.0,498.0,69.0,390.0,202.0,130.0,39.0,190.0,259.0,138.0,121.0,4.0,4.0,4.0,4.0,3.0,0.1,65.0,65.0,65.0,63.0,0
1003,5.0,5.0,5.0,1.0,23.0,0.0,16.0,6.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,1.0,133.0,10.0,61.0,23.0,32.0,62.0,30.0,48.0,25.0,23.0,12.0,12.0,13.0,1.0,9.0,1.02,15.0,15.0,16.0,3.0,1
1004,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,20.0,20.0,20.0,7.0,20.0,0.0,6.0,2.0,12.0,312.0,39.0,256.0,102.0,140.0,17.0,144.0,207.0,104.0,103.0,26.0,26.0,26.0,1.0,4.0,0.07,57.0,57.0,57.0,20.0,0
1005,3.0,3.0,4.0,1.0,29.0,3.0,18.0,8.0,1.0,0.0,0.0,7.0,7.0,7.0,3.0,7.0,0.0,3.0,1.0,3.0,264.0,41.0,141.0,48.0,82.0,82.0,57.0,90.0,37.0,53.0,16.0,16.0,19.0,4.0,3.0,0.58,26.0,26.0,29.0,10.0,0
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,4.0,10.0,9.0,0.0,34.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0
1007,1.0,1.0,1.0,1.0,9.0,0.0,3.0,6.0,1.0,0.0,1.0,15.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,188.0,18.0,53.0,22.0,16.0,117.0,17.0,33.0,18.0,15.0,1.0,1.0,1.0,1.0,0.0,2.21,15.0,15.0,15.0,15.0,0
1008,1.0,1.0,1.0,1.0,8.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,91.0,13.0,32.0,15.0,11.0,46.0,18.0,25.0,15.0,10.0,2.0,2.0,2.0,1.0,1.0,1.44,6.0,6.0,6.0,5.0,0
1009,1.0,1.0,1.0,1.0,8.0,0.0,4.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,85.0,10.0,29.0,12.0,10.0,46.0,15.0,22.0,12.0,10.0,2.0,2.0,2.0,1.0,1.0,1.59,6.0,6.0,6.0,5.0,0
1010,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,69.0,10.0,16.0,9.0,3.0,43.0,7.0,11.0,8.0,3.0,1.0,1.0,1.0,1.0,0.0,2.69,3.0,3.0,3.0,3.0,0
1011,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,66.0,10.0,16.0,9.0,3.0,40.0,8.0,12.0,9.0,3.0,1.0,1.0,1.0,1.0,0.0,2.5,3.0,3.0,3.0,3.0,0
1012,4.0,4.0,5.0,1.0,15.0,0.0,15.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,153.0,11.0,97.0,35.0,52.0,47.0,54.0,79.0,39.0,40.0,10.0,10.0,14.0,1.0,3.0,0.48,20.0,20.0,28.0,5.0,0
1013,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,0.0,0.0,3.0,3.0,74.0,11.0,46.0,23.0,17.0,17.0,23.0,31.0,23.0,8.0,1.0,1.0,1.0,1.0,0.0,0.37,6.0,6.0,6.0,6.0,0
1014,3.0,3.0,3.0,2.0,21.0,1.0,15.0,4.0,1.0,0.0,2.0,5.0,5.0,5.0,10.0,5.0,0.0,2.0,0.0,3.0,190.0,30.0,102.0,39.0,67.0,59.0,69.0,85.0,37.0,48.0,7.0,7.0,7.0,7.0,2.0,0.58,16.0,16.0,16.0,11.0,0
1015,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,0.0,1.0,0.0,5.0,88.0,13.0,46.0,25.0,17.0,29.0,26.0,37.0,25.0,12.0,4.0,4.0,4.0,1.0,2.0,0.63,9.0,9.0,9.0,6.0,0
1016,5.0,5.0,5.0,4.0,14.0,0.0,13.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,0.0,0.0,3.0,2.0,140.0,11.0,101.0,40.0,53.0,28.0,57.0,83.0,35.0,48.0,15.0,15.0,15.0,15.0,1.0,0.28,25.0,25.0,25.0,22.0,0
1017,2.0,2.0,2.0,1.0,13.0,0.0,9.0,3.0,2.0,0.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,4.0,5.0,219.0,32.0,128.0,63.0,59.0,59.0,79.0,100.0,59.0,41.0,5.0,5.0,8.0,4.0,2.0,0.46,22.0,22.0,25.0,12.0,0
1018,2.0,2.0,3.0,1.0,15.0,1.0,12.0,2.0,2.0,0.0,0.0,19.0,19.0,19.0,7.0,19.0,0.0,1.0,0.0,18.0,392.0,58.0,269.0,86.0,158.0,67.0,141.0,203.0,90.0,113.0,10.0,10.0,12.0,3.0,4.0,0.25,55.0,55.0,60.0,25.0,0
1019,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,65.0,11.0,30.0,17.0,12.0,24.0,16.0,22.0,13.0,9.0,2.0,2.0,2.0,1.0,1.0,0.8,5.0,5.0,5.0,4.0,0
1020,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,57.0,9.0,31.0,12.0,10.0,17.0,10.0,19.0,10.0,9.0,3.0,3.0,3.0,1.0,2.0,0.55,8.0,8.0,8.0,5.0,0
1021,4.0,4.0,4.0,1.0,28.0,4.0,19.0,4.0,3.0,0.0,0.0,11.0,11.0,11.0,6.0,11.0,0.0,2.0,3.0,6.0,405.0,74.0,259.0,108.0,145.0,77.0,135.0,195.0,101.0,94.0,11.0,11.0,13.0,5.0,3.0,0.3,44.0,44.0,47.0,15.0,0
1022,2.0,2.0,3.0,1.0,15.0,0.0,11.0,3.0,1.0,0.0,0.0,30.0,30.0,30.0,10.0,30.0,0.0,1.0,0.0,29.0,575.0,59.0,390.0,105.0,250.0,130.0,196.0,279.0,94.0,185.0,27.0,27.0,35.0,6.0,5.0,0.33,85.0,85.0,103.0,42.0,0
1023,4.0,4.0,5.0,1.0,32.0,5.0,21.0,6.0,2.0,0.0,0.0,16.0,16.0,16.0,1.0,16.0,0.0,6.0,1.0,9.0,622.0,108.0,392.0,166.0,247.0,124.0,221.0,296.0,152.0,144.0,22.0,22.0,28.0,6.0,6.0,0.32,67.0,67.0,80.0,21.0,0
1024,4.0,4.0,7.0,1.0,56.0,11.0,28.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,94.0,18.0,39.0,20.0,19.0,37.0,23.0,28.0,17.0,11.0,4.0,4.0,7.0,1.0,2.0,0.95,4.0,4.0,7.0,1.0,0
1025,1.0,1.0,1.0,1.0,9.0,0.0,4.0,5.0,2.0,0.0,0.0,20.0,20.0,20.0,7.0,20.0,0.0,1.0,0.0,19.0,281.0,30.0,99.0,44.0,37.0,152.0,46.0,69.0,37.0,32.0,2.0,2.0,2.0,1.0,1.0,1.54,21.0,21.0,21.0,20.0,0
1026,2.0,2.0,2.0,2.0,11.0,0.0,8.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,1.0,0.0,1.0,3.0,110.0,15.0,63.0,31.0,24.0,32.0,32.0,46.0,28.0,18.0,7.0,7.0,8.0,6.0,3.0,0.51,11.0,11.0,12.0,10.0,0
1027,4.0,4.0,4.0,1.0,25.0,1.0,17.0,6.0,1.0,5.0,3.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,171.0,18.0,102.0,32.0,65.0,51.0,52.0,77.0,31.0,46.0,6.0,6.0,6.0,3.0,3.0,0.5,22.0,22.0,23.0,7.0,0
1028,5.0,5.0,6.0,3.0,29.0,3.0,23.0,3.0,2.0,0.0,0.0,9.0,9.0,9.0,1.0,9.0,0.0,3.0,1.0,5.0,338.0,41.0,243.0,88.0,161.0,54.0,150.0,214.0,99.0,115.0,22.0,22.0,26.0,22.0,7.0,0.22,53.0,53.0,60.0,34.0,0
1029,5.0,5.0,7.0,3.0,25.0,2.0,19.0,2.0,2.0,0.0,0.0,12.0,12.0,12.0,1.0,12.0,1.0,5.0,1.0,5.0,391.0,54.0,283.0,111.0,170.0,54.0,163.0,230.0,115.0,115.0,18.0,18.0,32.0,16.0,4.0,0.19,60.0,60.0,85.0,39.0,0
1030,2.0,2.0,2.0,1.0,16.0,0.0,15.0,0.0,1.0,1.0,3.0,5.0,5.0,4.0,0.0,5.0,0.0,1.0,3.0,1.0,135.0,12.0,106.0,60.0,62.0,18.0,66.0,80.0,54.0,26.0,5.0,5.0,5.0,1.0,3.0,0.17,13.0,13.0,13.0,5.0,0
1031,3.0,3.0,3.0,1.0,20.0,2.0,17.0,0.0,1.0,8.0,6.0,24.0,24.0,16.0,8.0,24.0,5.0,13.0,0.0,6.0,605.0,93.0,473.0,184.0,319.0,40.0,288.0,366.0,176.0,190.0,8.0,8.0,8.0,1.0,4.0,0.08,81.0,81.0,82.0,24.0,0
1032,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,45.0,8.0,16.0,9.0,3.0,21.0,6.0,10.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,1.31,3.0,3.0,3.0,3.0,0
1033,4.0,4.0,4.0,3.0,19.0,3.0,12.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,8.0,16.0,4.0,7.0,23.0,6.0,11.0,4.0,7.0,4.0,4.0,4.0,3.0,1.0,1.44,4.0,4.0,4.0,3.0,0
