,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBR File
693,1.0,1.0,1.0,9.0,0.0,8.0,0.0,3.0,0.0,1.0,18.0,18.0,18.0,9.0,18.0,2.0,2.0,6.0,8.0,267.0,28.0,196.0,75.0,74.0,43.0,87.0,117.0,68.0,49.0,5.0,5.0,7.0,1.0,3.0,0.22,30.0,30.0,35.0,18.0,0
694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,34.0,6.0,11.0,9.0,0.0,17.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,1
695,1.0,1.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,2.0,0.0,2.0,0.0,80.0,7.0,52.0,14.0,17.0,21.0,16.0,24.0,11.0,13.0,2.0,2.0,2.0,1.0,1.0,0.4,6.0,6.0,6.0,4.0,0
696,1.0,1.0,1.0,9.0,0.0,7.0,1.0,3.0,0.0,1.0,35.0,35.0,31.0,17.0,31.0,0.0,6.0,0.0,25.0,459.0,51.0,305.0,90.0,127.0,103.0,125.0,179.0,78.0,101.0,10.0,10.0,11.0,1.0,3.0,0.34,55.0,55.0,59.0,35.0,0
697,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,1.0,9.0,0.0,2.0,1.0,6.0,95.0,12.0,66.0,19.0,19.0,17.0,22.0,34.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,0.26,9.0,9.0,9.0,9.0,0
698,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,69.0,11.0,41.0,15.0,8.0,17.0,14.0,23.0,15.0,8.0,1.0,1.0,1.0,1.0,0.0,0.41,8.0,8.0,8.0,8.0,0
699,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,4.0,16.0,8.0,2.0,19.0,5.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.19,2.0,2.0,2.0,2.0,0
700,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,11.0,11.0,2.0,11.0,0.0,1.0,0.0,10.0,96.0,16.0,59.0,17.0,18.0,21.0,18.0,31.0,16.0,15.0,2.0,2.0,3.0,1.0,1.0,0.36,12.0,12.0,13.0,11.0,0
701,2.0,2.0,1.0,12.0,0.0,11.0,0.0,1.0,0.0,16.0,17.0,17.0,12.0,1.0,12.0,2.0,4.0,1.0,5.0,318.0,33.0,224.0,75.0,128.0,61.0,98.0,129.0,72.0,57.0,13.0,13.0,13.0,1.0,5.0,0.27,37.0,37.0,39.0,17.0,0
702,1.0,1.0,1.0,10.0,0.0,8.0,1.0,2.0,52.0,13.0,58.0,58.0,2.0,3.0,54.0,0.0,1.0,0.0,53.0,782.0,81.0,608.0,155.0,249.0,95.0,214.0,330.0,146.0,184.0,8.0,8.0,8.0,6.0,3.0,0.16,114.0,114.0,115.0,71.0,1
703,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,39.0,5.0,17.0,9.0,2.0,19.0,6.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,1.12,2.0,2.0,2.0,2.0,0
704,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,0.0,0.0,4.0,1.0,67.0,8.0,39.0,16.0,11.0,20.0,13.0,20.0,11.0,9.0,3.0,3.0,3.0,1.0,1.0,0.51,8.0,8.0,8.0,5.0,0
705,1.0,1.0,1.0,12.0,0.0,8.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,73.0,7.0,38.0,20.0,18.0,28.0,21.0,27.0,19.0,8.0,2.0,2.0,2.0,1.0,1.0,0.74,5.0,5.0,5.0,3.0,0
706,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,0.0,3.0,51.0,5.0,25.0,8.0,7.0,21.0,10.0,15.0,8.0,7.0,1.0,1.0,1.0,1.0,0.0,0.84,4.0,4.0,4.0,4.0,0
707,4.0,4.0,4.0,22.0,0.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,3.0,29.0,9.0,14.0,21.0,12.0,17.0,9.0,8.0,4.0,4.0,4.0,4.0,3.0,0.72,4.0,4.0,4.0,4.0,0
708,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,52.0,5.0,25.0,7.0,8.0,22.0,9.0,14.0,7.0,7.0,3.0,3.0,3.0,1.0,1.0,0.88,4.0,4.0,4.0,2.0,0
709,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,1.0,0.0,12.0,12.0,11.0,0.0,12.0,0.0,0.0,0.0,12.0,94.0,13.0,58.0,12.0,22.0,23.0,19.0,32.0,21.0,11.0,1.0,1.0,2.0,1.0,0.0,0.4,12.0,12.0,13.0,12.0,0
710,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,5.0,3.0,0.0,5.0,3.0,0.0,0.0,2.0,67.0,6.0,35.0,14.0,10.0,26.0,13.0,19.0,12.0,7.0,2.0,2.0,2.0,1.0,0.0,0.74,6.0,6.0,6.0,5.0,0
711,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,5.0,3.0,0.0,0.0,2.0,60.0,6.0,31.0,12.0,7.0,23.0,12.0,18.0,11.0,7.0,1.0,1.0,2.0,1.0,0.0,0.74,5.0,5.0,6.0,5.0,0
712,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,7.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,7.0,78.0,13.0,48.0,15.0,18.0,17.0,20.0,30.0,17.0,13.0,3.0,3.0,4.0,3.0,1.0,0.35,9.0,9.0,10.0,9.0,0
713,1.0,2.0,1.0,7.0,0.0,7.0,0.0,2.0,0.0,1.0,6.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,6.0,92.0,13.0,62.0,21.0,30.0,17.0,37.0,48.0,23.0,25.0,5.0,5.0,6.0,5.0,1.0,0.27,11.0,11.0,12.0,10.0,0
714,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,7.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,7.0,78.0,13.0,48.0,15.0,18.0,17.0,20.0,30.0,17.0,13.0,3.0,3.0,4.0,3.0,1.0,0.35,9.0,9.0,10.0,9.0,0
715,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,2.0,1.0,8.0,8.0,6.0,1.0,8.0,3.0,0.0,0.0,5.0,98.0,15.0,65.0,28.0,19.0,18.0,25.0,37.0,23.0,14.0,3.0,3.0,3.0,1.0,1.0,0.28,11.0,11.0,11.0,8.0,1
716,1.0,2.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,58.0,10.0,31.0,11.0,9.0,17.0,11.0,19.0,11.0,8.0,2.0,2.0,3.0,1.0,1.0,0.55,9.0,9.0,10.0,5.0,0
717,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,19.0,19.0,19.0,0.0,19.0,1.0,0.0,3.0,15.0,162.0,24.0,119.0,39.0,37.0,20.0,37.0,63.0,32.0,31.0,3.0,3.0,4.0,3.0,2.0,0.17,25.0,25.0,26.0,25.0,1
718,3.0,3.0,1.0,16.0,1.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,29.0,15.0,8.0,17.0,12.0,17.0,13.0,4.0,3.0,3.0,3.0,1.0,2.0,0.59,3.0,3.0,3.0,1.0,0
719,1.0,1.0,1.0,9.0,0.0,8.0,0.0,8.0,2.0,2.0,28.0,26.0,25.0,19.0,27.0,11.0,8.0,2.0,6.0,378.0,49.0,289.0,94.0,121.0,40.0,124.0,182.0,92.0,90.0,6.0,6.0,8.0,4.0,3.0,0.14,48.0,48.0,53.0,31.0,0
720,2.0,2.0,1.0,16.0,1.0,14.0,1.0,2.0,4.0,1.0,9.0,9.0,5.0,5.0,9.0,1.0,2.0,0.0,6.0,217.0,25.0,166.0,77.0,70.0,28.0,70.0,93.0,60.0,33.0,5.0,5.0,7.0,3.0,3.0,0.17,19.0,19.0,21.0,13.0,0
721,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,13.0,13.0,0.0,13.0,2.0,0.0,4.0,7.0,109.0,15.0,69.0,31.0,12.0,25.0,22.0,35.0,23.0,12.0,1.0,1.0,1.0,1.0,0.0,0.36,12.0,12.0,12.0,12.0,0
722,3.0,3.0,1.0,12.0,1.0,10.0,1.0,2.0,0.0,1.0,6.0,6.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,135.0,20.0,85.0,34.0,41.0,30.0,56.0,71.0,41.0,30.0,4.0,4.0,4.0,3.0,2.0,0.35,18.0,18.0,18.0,8.0,0
723,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,10.0,10.0,10.0,1.0,10.0,0.0,0.0,1.0,9.0,92.0,13.0,56.0,23.0,11.0,23.0,16.0,27.0,16.0,11.0,1.0,1.0,1.0,1.0,0.0,0.41,10.0,10.0,10.0,10.0,0
724,1.0,1.0,1.0,8.0,0.0,6.0,1.0,5.0,3.0,2.0,30.0,35.0,30.0,12.0,33.0,20.0,3.0,0.0,10.0,410.0,51.0,240.0,77.0,94.0,120.0,104.0,153.0,70.0,83.0,3.0,3.0,6.0,3.0,2.0,0.5,46.0,46.0,49.0,32.0,0
725,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,6.0,3.0,13.0,13.0,7.0,0.0,13.0,10.0,1.0,0.0,2.0,157.0,22.0,91.0,32.0,37.0,44.0,41.0,60.0,33.0,27.0,4.0,4.0,4.0,1.0,2.0,0.48,19.0,19.0,19.0,13.0,0
726,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,5.0,3.0,12.0,12.0,7.0,1.0,12.0,6.0,5.0,0.0,1.0,166.0,20.0,99.0,37.0,42.0,47.0,45.0,63.0,37.0,26.0,5.0,5.0,5.0,4.0,2.0,0.47,18.0,18.0,18.0,15.0,0
727,7.0,8.0,5.0,46.0,5.0,39.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,184.0,24.0,128.0,23.0,74.0,33.0,58.0,82.0,23.0,59.0,21.0,21.0,23.0,14.0,5.0,0.26,23.0,23.0,25.0,16.0,0
728,2.0,2.0,1.0,12.0,1.0,10.0,0.0,4.0,1.0,3.0,19.0,19.0,18.0,10.0,19.0,9.0,7.0,0.0,3.0,381.0,53.0,256.0,78.0,122.0,72.0,118.0,165.0,72.0,93.0,7.0,7.0,14.0,7.0,2.0,0.28,41.0,41.0,51.0,28.0,1
729,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,8.0,8.0,7.0,0.0,8.0,7.0,0.0,0.0,1.0,100.0,11.0,45.0,19.0,9.0,44.0,18.0,27.0,19.0,8.0,1.0,1.0,1.0,1.0,0.0,0.98,8.0,8.0,8.0,8.0,0
730,5.0,5.0,5.0,42.0,5.0,34.0,2.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,6.0,5.0,0.0,1.0,0.0,144.0,17.0,81.0,23.0,43.0,46.0,39.0,52.0,22.0,30.0,9.0,9.0,9.0,9.0,3.0,0.57,10.0,10.0,10.0,10.0,0
731,1.0,1.0,1.0,5.0,0.0,5.0,0.0,3.0,0.0,3.0,10.0,12.0,12.0,5.0,12.0,7.0,0.0,0.0,5.0,137.0,18.0,85.0,34.0,31.0,34.0,45.0,59.0,34.0,25.0,2.0,2.0,2.0,1.0,1.0,0.4,11.0,11.0,11.0,10.0,1
732,1.0,1.0,1.0,10.0,1.0,9.0,0.0,1.0,2.0,5.0,5.0,5.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,97.0,14.0,63.0,25.0,36.0,20.0,37.0,46.0,23.0,23.0,4.0,4.0,4.0,1.0,2.0,0.32,9.0,9.0,9.0,5.0,1
733,3.0,3.0,1.0,23.0,3.0,19.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,118.0,20.0,78.0,31.0,44.0,20.0,47.0,58.0,29.0,29.0,6.0,6.0,6.0,1.0,2.0,0.26,10.0,10.0,10.0,3.0,1
734,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,4.0,13.0,8.0,2.0,21.0,6.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.62,1.0,1.0,1.0,1.0,0
735,2.0,2.0,1.0,14.0,1.0,13.0,0.0,1.0,1.0,3.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,0.0,0.0,136.0,16.0,90.0,39.0,44.0,30.0,50.0,60.0,35.0,25.0,4.0,4.0,4.0,1.0,2.0,0.33,11.0,11.0,11.0,5.0,1
736,1.0,1.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,65.0,7.0,34.0,15.0,14.0,24.0,16.0,21.0,13.0,8.0,3.0,3.0,3.0,1.0,2.0,0.71,5.0,5.0,5.0,3.0,1
737,1.0,2.0,1.0,11.0,0.0,8.0,2.0,1.0,0.0,1.0,5.0,5.0,4.0,2.0,4.0,0.0,0.0,1.0,3.0,105.0,12.0,54.0,17.0,21.0,39.0,21.0,30.0,17.0,13.0,3.0,3.0,4.0,1.0,2.0,0.72,9.0,9.0,12.0,5.0,0
738,2.0,2.0,2.0,12.0,0.0,12.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,79.0,9.0,53.0,21.0,22.0,17.0,27.0,35.0,21.0,14.0,5.0,5.0,5.0,5.0,2.0,0.32,8.0,8.0,8.0,7.0,0
739,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,7.0,7.0,6.0,0.0,7.0,0.0,0.0,1.0,6.0,74.0,10.0,44.0,19.0,11.0,20.0,19.0,28.0,19.0,9.0,2.0,2.0,2.0,1.0,1.0,0.45,8.0,8.0,8.0,7.0,0
740,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,0.0,5.0,11.0,11.0,11.0,5.0,11.0,1.0,3.0,0.0,7.0,159.0,21.0,112.0,30.0,58.0,32.0,52.0,72.0,30.0,42.0,8.0,6.0,8.0,4.0,2.0,0.29,27.0,24.0,28.0,16.0,0
741,2.0,2.0,1.0,16.0,1.0,13.0,2.0,4.0,0.0,21.0,22.0,22.0,22.0,13.0,22.0,1.0,0.0,3.0,18.0,524.0,68.0,394.0,135.0,184.0,72.0,174.0,231.0,113.0,118.0,10.0,10.0,11.0,1.0,3.0,0.18,45.0,45.0,46.0,22.0,1
742,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,5.0,18.0,6.0,9.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.94,1.0,1.0,1.0,1.0,0
743,1.0,1.0,1.0,19.0,2.0,16.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,115.0,15.0,83.0,22.0,52.0,17.0,37.0,42.0,19.0,23.0,2.0,2.0,2.0,1.0,1.0,0.2,3.0,3.0,3.0,2.0,0
744,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,79.0,11.0,26.0,21.0,2.0,42.0,19.0,21.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,1.62,1.0,1.0,1.0,1.0,0
745,2.0,2.0,1.0,11.0,0.0,9.0,0.0,2.0,5.0,0.0,16.0,16.0,11.0,4.0,16.0,0.0,3.0,0.0,13.0,241.0,30.0,179.0,49.0,84.0,32.0,73.0,114.0,53.0,61.0,7.0,7.0,8.0,7.0,2.0,0.18,38.0,36.0,41.0,28.0,1
746,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,53.0,6.0,30.0,15.0,10.0,17.0,18.0,22.0,15.0,7.0,1.0,1.0,1.0,1.0,0.0,0.57,3.0,3.0,3.0,3.0,1
747,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,9.0,9.0,8.0,2.0,9.0,0.0,0.0,0.0,9.0,103.0,15.0,70.0,21.0,25.0,18.0,24.0,38.0,18.0,20.0,3.0,3.0,3.0,1.0,2.0,0.26,14.0,14.0,16.0,9.0,0
748,3.0,4.0,2.0,22.0,1.0,17.0,3.0,1.0,9.0,1.0,10.0,10.0,1.0,0.0,10.0,0.0,8.0,0.0,2.0,281.0,33.0,189.0,61.0,89.0,59.0,66.0,107.0,41.0,66.0,14.0,13.0,16.0,10.0,5.0,0.31,39.0,38.0,42.0,27.0,0
749,1.0,2.0,1.0,9.0,0.0,7.0,2.0,2.0,8.0,5.0,25.0,23.0,17.0,7.0,25.0,0.0,5.0,0.0,20.0,344.0,39.0,226.0,65.0,113.0,79.0,89.0,131.0,60.0,71.0,6.0,6.0,7.0,3.0,1.0,0.35,51.0,42.0,55.0,29.0,0
750,1.0,1.0,1.0,4.0,0.0,3.0,0.0,4.0,10.0,1.0,60.0,58.0,32.0,5.0,42.0,2.0,5.0,0.0,35.0,378.0,58.0,244.0,74.0,88.0,76.0,81.0,135.0,70.0,65.0,4.0,4.0,4.0,4.0,2.0,0.31,70.0,69.0,73.0,63.0,0
751,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,8.0,26.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,202.0,30.0,88.0,53.0,16.0,85.0,47.0,57.0,42.0,15.0,2.0,2.0,2.0,1.0,1.0,0.97,9.0,9.0,9.0,8.0,0
752,1.0,1.0,1.0,6.0,0.0,5.0,0.0,6.0,3.0,1.0,25.0,26.0,16.0,4.0,19.0,6.0,1.0,4.0,8.0,262.0,28.0,176.0,52.0,70.0,59.0,63.0,100.0,43.0,57.0,3.0,3.0,3.0,1.0,2.0,0.34,40.0,40.0,40.0,25.0,0
753,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,22.0,22.0,22.0,1.0,22.0,1.0,0.0,0.0,21.0,149.0,25.0,102.0,34.0,22.0,23.0,29.0,52.0,30.0,22.0,1.0,1.0,1.0,1.0,0.0,0.23,22.0,22.0,22.0,22.0,0
754,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,46.0,4.0,17.0,7.0,4.0,26.0,7.0,10.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,1.53,2.0,2.0,2.0,2.0,0
755,1.0,1.0,1.0,7.0,0.0,7.0,0.0,5.0,4.0,0.0,18.0,18.0,14.0,1.0,18.0,1.0,0.0,2.0,15.0,149.0,20.0,108.0,18.0,43.0,21.0,32.0,53.0,25.0,28.0,3.0,3.0,3.0,3.0,2.0,0.19,21.0,21.0,21.0,20.0,0
756,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,57.0,7.0,26.0,10.0,6.0,24.0,11.0,16.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,0.92,3.0,3.0,3.0,3.0,0
757,2.0,3.0,1.0,13.0,0.0,12.0,0.0,3.0,4.0,3.0,17.0,17.0,13.0,18.0,17.0,4.0,3.0,0.0,10.0,381.0,45.0,286.0,93.0,151.0,51.0,139.0,189.0,95.0,94.0,13.0,13.0,15.0,4.0,4.0,0.18,57.0,43.0,61.0,22.0,1
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,32.0,1.0,10.0,8.0,0.0,21.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0
759,3.0,3.0,1.0,16.0,1.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,66.0,8.0,41.0,27.0,10.0,17.0,15.0,20.0,16.0,4.0,3.0,3.0,3.0,1.0,2.0,0.41,3.0,3.0,3.0,1.0,0
760,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,3.0,17.0,11.0,5.0,17.0,9.0,11.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
761,1.0,1.0,1.0,16.0,1.0,15.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,157.0,20.0,119.0,44.0,67.0,18.0,70.0,82.0,44.0,38.0,6.0,6.0,6.0,1.0,2.0,0.15,11.0,11.0,11.0,6.0,0
762,1.0,1.0,1.0,25.0,4.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,56.0,7.0,32.0,12.0,18.0,17.0,24.0,26.0,10.0,16.0,1.0,1.0,1.0,1.0,0.0,0.53,1.0,1.0,1.0,1.0,0
763,1.0,1.0,1.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,47.0,5.0,25.0,17.0,5.0,17.0,12.0,14.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,0.68,1.0,1.0,1.0,1.0,0
764,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,2.0,14.0,9.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.21,1.0,1.0,1.0,1.0,0
765,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,13.0,8.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.31,1.0,1.0,1.0,1.0,0
766,1.0,1.0,1.0,11.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,6.0,26.0,18.0,8.0,17.0,15.0,17.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,0.65,1.0,1.0,1.0,1.0,0
767,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,3.0,13.0,8.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.31,1.0,1.0,1.0,1.0,0
768,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,5.0,28.0,16.0,9.0,17.0,11.0,13.0,11.0,2.0,1.0,1.0,1.0,1.0,0.0,0.61,2.0,2.0,2.0,2.0,0
769,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,13.0,7.0,2.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.31,1.0,1.0,1.0,1.0,0
770,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,13.0,7.0,2.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.31,1.0,1.0,1.0,1.0,0
771,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,3.0,12.0,7.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.42,1.0,1.0,1.0,1.0,0
772,4.0,4.0,1.0,23.0,1.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,61.0,6.0,38.0,19.0,12.0,17.0,17.0,24.0,18.0,6.0,4.0,4.0,4.0,1.0,2.0,0.45,4.0,4.0,4.0,1.0,0
773,1.0,1.0,1.0,18.0,4.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,7.0,24.0,11.0,11.0,17.0,17.0,19.0,10.0,9.0,1.0,1.0,1.0,1.0,0.0,0.71,1.0,1.0,1.0,1.0,0
774,5.0,5.0,1.0,10.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,43.0,4.0,22.0,13.0,6.0,17.0,8.0,10.0,9.0,1.0,5.0,5.0,5.0,1.0,0.0,0.77,5.0,5.0,5.0,1.0,0
775,2.0,2.0,1.0,7.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,16.0,9.0,3.0,18.0,7.0,11.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.13,2.0,2.0,2.0,1.0,0
776,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,3.0,13.0,8.0,1.0,17.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.31,1.0,1.0,1.0,1.0,0
777,2.0,2.0,1.0,13.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,56.0,7.0,32.0,23.0,9.0,17.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,1.0,1.0,0.53,2.0,2.0,2.0,1.0,0
